1001,30,30,30,15,15,0.89,-0.062
1002,30,30,30,15,15,0.8916,-0.06082
1003,30,30,30,15,15,0.893,-0.05972
1004,30,30,30,15,15,0.8945,-0.0587
1005,30,30,30,15,15,0.8955,-0.05762
1006,30,30,30,15,15,0.8965,-0.05652
1007,30,30,30,15,15,0.8975,-0.0554
1008,30,30,30,15,15,0.899,-0.05423
1009,30,30,30,15,15,0.9,-0.0531
1010,30,30,30,15,15,0.9014,-0.05203
1011,30,30,30,15,15,0.903,-0.05103
1012,30,30,30,15,15,0.904,-0.05008
1013,30,30,30,15,15,0.905,-0.04913
1014,30,30,30,15,15,0.906,-0.04816
1015,30,30,30,15,15,0.9062,-0.04715
1016,30,30,30,15,15,0.907,-0.0461
1017,30,30,30,15,15,0.908,-0.04507
1018,30,30,30,15,15,0.9097,-0.0441
1019,30,30,30,15,15,0.9106,-0.04315
1020,30,30,30,15,15,0.9116,-0.04224
1021,30,30,30,15,15,0.9126,-0.04138
1022,30,30,30,15,15,0.9136,-0.04053
1023,30,30,30,15,15,0.914,-0.03964
1024,30,30,30,15,15,0.9146,-0.0387
1025,30,30,30,15,15,0.9155,-0.03775
1026,30,30,30,15,15,0.9165,-0.0368
1027,30,30,30,15,15,0.918,-0.0359
1028,30,30,30,15,15,0.919,-0.03503
1029,30,30,30,15,15,0.92,-0.03424
1030,30,30,30,15,15,0.9204,-0.03345
1031,30,30,30,15,15,0.921,-0.03262
1032,30,30,30,15,15,0.9214,-0.0318
1033,30,30,30,15,15,0.9224,-0.03094
1034,30,30,30,15,15,0.9233,-0.03006
1035,30,30,30,15,15,0.9243,-0.02919
1036,30,30,30,15,15,0.9253,-0.02837
1037,30,30,30,15,15,0.9263,-0.02757
1038,30,30,30,15,15,0.9272,-0.02682
1039,30,30,30,15,15,0.9277,-0.0261
1040,30,30,30,15,15,0.928,-0.02534
1041,30,30,30,15,15,0.9287,-0.02458
1042,30,30,30,15,15,0.929,-0.02377
1043,30,30,30,15,15,0.93,-0.02296
1044,30,30,30,15,15,0.931,-0.02217
1045,30,30,30,15,15,0.9326,-0.02141
1046,30,30,30,15,15,0.9336,-0.02068
1047,30,30,30,15,15,0.934,-0.01997
1048,30,30,30,15,15,0.9346,-0.0193
1049,30,30,30,15,15,0.935,-0.01862
1050,30,30,30,15,15,0.9355,-0.01791
1051,30,30,30,15,15,0.936,-0.0172
1052,30,30,30,15,15,0.937,-0.01645
1053,30,30,30,15,15,0.938,-0.01572
1054,30,30,30,15,15,0.939,-0.015015
1055,30,30,30,15,15,0.94,-0.01434
1056,30,30,30,15,15,0.9404,-0.013695
1057,30,30,30,15,15,0.941,-0.01308
1058,30,30,30,15,15,0.9414,-0.01246
1059,30,30,30,15,15,0.9414,-0.01183
1060,30,30,30,15,15,0.942,-0.01119
1061,30,30,30,15,15,0.9424,-0.010544
1062,30,30,30,15,15,0.9434,-0.009895
1063,30,30,30,15,15,0.9443,-0.00926
1064,30,30,30,15,15,0.945,-0.00866
1065,30,30,30,15,15,0.946,-0.00808
1066,30,30,30,15,15,0.946,-0.007534
1067,30,30,30,15,15,0.946,-0.007
1068,30,30,30,15,15,0.946,-0.006474
1069,30,30,30,15,15,0.946,-0.005943
1070,30,30,30,15,15,0.9463,-0.005413
1071,30,30,30,15,15,0.947,-0.00489
1072,30,30,30,15,15,0.9473,-0.00438
1073,30,30,30,15,15,0.948,-0.003897
1074,30,30,30,15,15,0.9487,-0.003443
1075,30,30,30,15,15,0.9487,-0.003023
1076,30,30,30,15,15,0.948,-0.002634
1077,30,30,30,15,15,0.9478,-0.00227
1078,30,30,30,15,15,0.9473,-0.001929
1079,30,30,30,15,15,0.947,-0.001611
1080,30,30,30,15,15,0.947,-0.001319
1081,30,30,30,15,15,0.9473,-0.00106
1082,30,30,30,15,15,0.9473,-0.00084
1083,30,30,30,15,15,0.9478,-0.000667
1084,30,30,30,15,15,0.9473,-0.0005455
1085,30,30,30,15,15,0.9463,-0.0004802
1086,30,30,30,15,15,0.945,-0.000476
1087,30,30,30,15,15,0.9434,-0.000539
1088,30,30,30,15,15,0.9414,-0.0006766
1089,30,30,30,15,15,0.9404,-0.0008993
1090,30,30,30,15,15,0.9395,-0.001216
1091,30,30,30,15,15,0.9385,-0.0016365
1092,30,30,30,15,15,0.9375,-0.002169
1093,30,30,30,15,15,0.936,-0.002823
1094,30,30,30,15,15,0.9336,-0.003607
1095,30,30,30,15,15,0.9307,-0.00454
1096,30,30,30,15,15,0.927,-0.00564
1097,30,30,30,15,15,0.9224,-0.00693
1098,30,30,30,15,15,0.918,-0.00845
1099,30,30,30,15,15,0.914,-0.01024
1100,30,30,30,15,15,0.9097,-0.01232
1101,30,30,30,15,15,0.9053,-0.014725
1102,30,30,30,15,15,0.9004,-0.01749
1103,30,30,30,15,15,0.8945,-0.02063
1104,30,30,30,15,15,0.887,-0.02419
1105,30,30,30,15,15,0.8784,-0.0282
1106,30,30,30,15,15,0.8677,-0.0327
1107,30,30,30,15,15,0.856,-0.0378
1108,30,30,30,15,15,0.8438,-0.04358
1109,30,30,30,15,15,0.83,-0.05008
1110,30,30,30,15,15,0.8164,-0.05743
1111,30,30,30,15,15,0.8013,-0.06573
1112,30,30,30,15,15,0.7847,-0.07495
1113,30,30,30,15,15,0.7656,-0.08527
1114,30,30,30,15,15,0.7437,-0.09656
1115,30,30,30,15,15,0.718,-0.1089
1116,30,30,30,15,15,0.689,-0.1222
1117,30,30,30,15,15,0.6567,-0.1365
1118,30,30,30,15,15,0.6226,-0.1515
1119,30,30,30,15,15,0.586,-0.1675
1120,30,30,30,15,15,0.548,-0.1841
1121,30,30,30,15,15,0.5073,-0.2013
1122,30,30,30,15,15,0.4639,-0.2189
1123,30,30,30,15,15,0.4165,-0.2366
1124,30,30,30,15,15,0.3647,-0.2542
1125,30,30,30,15,15,0.3088,-0.271
1126,30,30,30,15,15,0.2502,-0.287
1127,30,30,30,15,15,0.191,-0.3015
1128,30,30,30,15,15,0.135,-0.314
1129,30,30,30,15,15,0.0864,-0.324
1130,30,30,30,15,15,0.0494,-0.331
1131,30,30,30,15,15,0.02747,-0.3352
1132,30,30,30,15,15,0.02274,-0.336
1133,30,30,30,15,15,0.03555,-0.3335
1134,30,30,30,15,15,0.0644,-0.328
1135,30,30,30,15,15,0.1063,-0.3198
1136,30,30,30,15,15,0.1572,-0.3096
1137,30,30,30,15,15,0.2126,-0.2979
1138,30,30,30,15,15,0.2686,-0.2852
1139,30,30,30,15,15,0.3218,-0.2725
1140,30,30,30,15,15,0.3706,-0.2598
1141,30,30,30,15,15,0.414,-0.2476
1142,30,30,30,15,15,0.4524,-0.2363
1143,30,30,30,15,15,0.4863,-0.2258
1144,30,30,30,15,15,0.5176,-0.2162
1145,30,30,30,15,15,0.546,-0.2073
1146,30,30,30,15,15,0.5728,-0.1989
1147,30,30,30,15,15,0.598,-0.1908
1148,30,30,30,15,15,0.6216,-0.1831
1149,30,30,30,15,15,0.6426,-0.1758
1150,30,30,30,15,15,0.661,-0.1687
1151,30,30,30,15,15,0.6772,-0.1621
1152,30,30,30,15,15,0.691,-0.1558
1153,30,30,30,15,15,0.703,-0.15
1154,30,30,30,15,15,0.7144,-0.1447
1155,30,30,30,15,15,0.725,-0.1398
1156,30,30,30,15,15,0.7354,-0.1353
